,Track Name,Artist,Track ID,Genres,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Lyrics
I chew the bread slowly. One mouthful every fifteen minutes will make it last and if I wash it down with water the bread will swell in my belly and give me the full feeling.
I look out the back window to make sure the evening sun is drying my clothes. Other backyards have lines with clothes that are bright and colorful and dance in the wind. Mine hang from the line like dead dogs.
The sun is bright but it's cold and damp in the house and I wish I had something to wear in the bed. I have no other clothes and if I touch anything of The Abbot's he'll surely run to Aunt Aggie. All I can find in
the wardrobe is Grandma's old black woolen dress. You're not supposed to wear your Grandmother's old dress when she's dead and you're a boy but what does it matter if it keeps you warm and you're in bed under the blankets where no one will ever know. The dress has the smell of old dead grandmother and I worry she might rise from the grave and curse me before the whole family and all assembled. I pray to St. Francis, ask him to keep her in the grave where she belongs, promise him a candle when I start my job, remind him the robe he wore himself wasn't too far from a dress and no one ever tormented him over it and fall asleep with the image of his face in my dream.
The worst thing in the world is to be sleeping in your dead grandmother's bed wearing her black dress when your uncle The Abbot falls on his arse outside South's pub after a night of drinking pints and people who can't mind their own business rush to Aunt Aggie's house to tell her so that she gets Uncle Pa Keating to help her carry The Abbot home and upstairs to where you're sleeping and she barks at you, What are you doin' in this house, in that bed? Get up and put on the kettle for tea for your poor uncle Pat that fell down, and when you don't move she pulls the blankets and falls backward like one seeing a ghost and yelling Mother o' God what are you doin' in me dead mother's dress?
That's the worst thing of all because it's hard to explain that you're getting ready for the big job in your life, that you washed your clothes, they're drying abroad on the line, and it was so cold you had to wear the only thing you could find in the house, and it's even harder to talk to Aunt Aggie when The Abbot is groaning in the bed, Me feet is like a fire, put water on me feet, and Uncle Pa Keating is covering his mouth with his hand and collapsing against the wall laughing and telling you that you look gorgeous and black suits you and would you ever straighten your hem. You don't know what to do when Aunt Aggie tells you, Get out of that bed and put the kettle on downstairs for tea for your poor uncle. Should you take off the dress and put on a blanket or should you go as you are? One minute she's screaming, What are you doin' in me poor mother's dress? the next she's telling you put on that bloody kettle. I tell her I washed my clothes for the big job.
What big job?
Telegram boy at the post office.
She says if the post office is hiring the likes of you they must be
in a desperate way altogether, go down and put on that kettle.
The next worse thing is to be out in the backyard filling the
kettle from the tap with the moon beaming away and Kathleen Purcell from next door perched up on the wall looking for her cat. God, Frankie McCourt, what are you doin' in your grandmother's dress? and you have to stand there in the dress with the kettle in your hand and explain how you washed your clothes which are hanging there on the line for all to see and you were so cold in the bed you put on your grandmother's dress and your uncle Pat, The Abbot, fell down and was brought home by Aunt Aggie and her husband, Pa Keating, and she drove you into the backyard to fill this kettle and you'll take off this dress as soon as ever your clothes are dry because you never had any desire to go through life in your dead grandmother's dress.
